iter	Logloss
174	0.3990673731
175	0.3988466125
176	0.398478235
177	0.3981809568
178	0.3977087632
179	0.3974614197
180	0.3969863913
181	0.396666672
182	0.3962638464
183	0.3958129259
184	0.395463912
185	0.3950085925
186	0.3946672974
187	0.3942784369
188	0.3938243183
189	0.3933313172
190	0.3929909947
191	0.3926547537
192	0.3923732814
193	0.3920509889
194	0.3917828594
195	0.3913582973
196	0.3910429388
197	0.3907446414
198	0.3903955718
199	0.3899077959
200	0.3896989488
201	0.3892541803
202	0.3889018015
203	0.3885275489
204	0.3882855741
205	0.3880071321
206	0.3878262715
207	0.3876592544
208	0.3872939125
209	0.3867554808
210	0.3863249523
211	0.3860254105
212	0.3857930953
213	0.3854766821
214	0.3849846094
215	0.3847479649
216	0.3845152271
217	0.3841901912
218	0.3838442013
219	0.3835855659
220	0.383279015
221	0.3830258978
222	0.3827367476
223	0.3824233266
224	0.3820785969
225	0.3817307231
226	0.3813073764
227	0.3810967162
228	0.3806776517
229	0.3803831512
230	0.3801692246
231	0.3799872576
232	0.37975721
233	0.3795151228
234	0.3791086816
235	0.3788840419
236	0.3786107788
237	0.3783100757
238	0.3778543348
239	0.3776293942
240	0.3772379523
241	0.3768134507
242	0.3764227204
243	0.3761499573
244	0.3758865376
245	0.3756127893
246	0.3754126154
247	0.3750049279
248	0.374688774
249	0.3744516093
250	0.3741704628
251	0.3738511953
252	0.3734914879
253	0.3733241188
254	0.3730707267
255	0.3728898413
256	0.3725320813
257	0.3721928511
258	0.3719108308
259	0.3715732231
260	0.3710392337
261	0.3705916318
262	0.3701716971
263	0.3698421079
264	0.3694406814
265	0.3690716375
266	0.3688171798
267	0.3684404704
268	0.3681189272
269	0.3675081903
270	0.3672699128
271	0.3669062877
272	0.3667527379
273	0.36652496
274	0.3663110215
275	0.3658528736
276	0.3657210273
277	0.3651651242
278	0.3647739792
279	0.3644623944
280	0.3641474503
281	0.3637863277
282	0.3634945138
283	0.3631099773
284	0.362732213
285	0.3624874286
286	0.3621505611
287	0.3619622786
288	0.3616057732
289	0.3613148843
290	0.3609607668
291	0.3606934562
292	0.3604614256
293	0.3602686938
294	0.3601247824
295	0.3597474218
296	0.3594790714
297	0.358978855
298	0.3587092295
299	0.3584997509
300	0.3581454795
301	0.3579643845
302	0.3577978624
303	0.3575255522
304	0.357275465
305	0.3567392611
306	0.3564575592
307	0.3561071841
308	0.3557025041
309	0.3553843685
310	0.3549487457
311	0.3544688402
312	0.354138912
313	0.3537476869
314	0.3535321463
315	0.3532789389
316	0.3530131403
317	0.35276403
318	0.3524695061
319	0.3520227296
320	0.3518178345
321	0.351522031
322	0.3510546391
323	0.3508026153
324	0.3506651711
325	0.3503589893
326	0.3499063821
327	0.3496407388
328	0.3494461841
329	0.3491352239
330	0.3488832104
331	0.3486101213
332	0.3482191828
333	0.3478585573
334	0.3475892306
335	0.3472723737
336	0.3469439721
337	0.3466561821
338	0.3463914833
339	0.345992028
340	0.3456684473
341	0.3455134502
342	0.3452174708
343	0.3449453456
344	0.3446185735
345	0.3443713719
346	0.3440981817
347	0.343840985
348	0.3436179874
349	0.3433330858
350	0.3431809478
351	0.3429631526
352	0.3426372765
353	0.342401196
354	0.3421344708
355	0.3418914043
356	0.3416190095
357	0.3414735801
358	0.3410774286
359	0.3408049365
360	0.3405064388
361	0.3402524663
362	0.3400429972
363	0.339872799
364	0.3396385973
365	0.3394394123
366	0.3391737839
367	0.3389992508
368	0.338746648
369	0.3385409434
370	0.3382148937
371	0.3380087796
372	0.3378566324
373	0.3374526301
374	0.3369943172
375	0.3368422199
376	0.3365354855
377	0.3362673439
378	0.3360429832
379	0.3357701388
380	0.3354850808
381	0.3352323815
382	0.3350608953
383	0.334988121
384	0.334639606
385	0.3344069525
386	0.3342353604
387	0.3340405189
388	0.3337249265
389	0.3336328979
390	0.3333057145
391	0.3331319688
392	0.3329367484
393	0.3327078401
394	0.3324797774
395	0.3321667617
396	0.3320030977
397	0.3318289869
398	0.3315770754
399	0.33123101
400	0.3307919713
401	0.3305826499
402	0.330410767
403	0.3302225235
404	0.3301118805
405	0.3298156376
406	0.3296082535
407	0.3294402337
408	0.3290109747
409	0.3287226205
410	0.3285949543
411	0.3283726652
412	0.3282825119
413	0.3280009541
414	0.327831865
415	0.3277078741
416	0.3274782942
417	0.3270276646
418	0.3269446975
419	0.3267348324
420	0.3264521028
421	0.3261897341
422	0.3259570384
423	0.3256962598
424	0.3254577592
425	0.3252959468
426	0.325021088
427	0.3247822009
428	0.3245028082
429	0.3243055648
430	0.324081049
431	0.3238582468
432	0.3236543511
433	0.3233954368
434	0.3232053718
435	0.3230530639
436	0.3229201481
437	0.3227455958
438	0.3225303699
439	0.3224664677
440	0.3221994539
441	0.3220882273
442	0.3218436384
443	0.3215847231
444	0.32125374
445	0.3211531651
446	0.3210288743
447	0.3206425973
448	0.32042117
449	0.3203252123
450	0.320213821
451	0.3200301936
452	0.3198184944
453	0.3196875058
454	0.3194475895
455	0.3192468955
456	0.3189757168
457	0.3188793097
458	0.3186427412
459	0.3183705125
460	0.3181240141
461	0.3179653593
462	0.3177743474
463	0.3175909063
464	0.3174861268
465	0.3173918782
466	0.3170330393
467	0.3168546671
468	0.3165774937
469	0.3163112973
470	0.3162161584
471	0.3159972676
472	0.3158225812
473	0.3155718213
474	0.3153843558
475	0.3150945534
476	0.3149652431
477	0.314794183
478	0.3144664375
479	0.3139845988
480	0.3138641685
481	0.3137917516
482	0.3134718352
483	0.3133302574
484	0.3132477092
485	0.3130966297
486	0.3128576228
487	0.3126007636
488	0.3122878627
489	0.3121504438
490	0.3120640389
491	0.3118266277
492	0.3116354364
493	0.3113989918
494	0.3112380552
495	0.3110860726
496	0.3109510805
497	0.3109043954
498	0.3107824245
499	0.3106099763
500	0.3105054763
501	0.3103519779
502	0.310234512
503	0.3101570099
504	0.3100156741
505	0.3097221771
506	0.309535363
507	0.3092115863
508	0.3090414334
509	0.3089695109
510	0.30883663
511	0.3086830478
512	0.308545165
513	0.3084028829
514	0.3081665128
515	0.3079916487
516	0.3077644231
517	0.3076358663
518	0.3073862017
519	0.3072139353
520	0.3069781986
521	0.3067577726
522	0.3066106309
523	0.306318957
524	0.3062032708
525	0.30599565
526	0.3057939972
527	0.3056006657
528	0.3055355535
529	0.3053721566
530	0.3052439259
531	0.3049555993
532	0.3049041762
533	0.3047695283
534	0.3047143889
535	0.304664007
536	0.3045672347
537	0.3044305767
538	0.3041384896
539	0.3039360497
540	0.303601061
541	0.3034963492
542	0.3033366789
543	0.3032079237
544	0.3029088553
545	0.3026806034
546	0.3025446161
547	0.3023877225
548	0.3022280944
549	0.302102582
550	0.3018573666
551	0.301739967
552	0.3015699739
553	0.3014685006
554	0.3011722151
555	0.3008704703
556	0.3005952915
557	0.3004191085
558	0.3002756914
559	0.3002167041
560	0.300088443
561	0.2997660059
562	0.2994565152
563	0.2992572789
564	0.2991720738
565	0.2989814936
566	0.2989194984
567	0.2987341591
568	0.2986291969
569	0.2984129866
570	0.2981252155
571	0.2980789691
572	0.2979471969
573	0.297905717
574	0.297646783
575	0.2975119332
576	0.2974239695
577	0.2972947008
578	0.2971727136
579	0.29695966
580	0.2968557332
581	0.2967178037
582	0.2964910251
583	0.2963215479
584	0.2962154567
585	0.2960063071
586	0.2957177059
587	0.2955386296
588	0.29540434
589	0.2952312058
590	0.2951081623
591	0.2948407598
592	0.2947401709
593	0.2945866851
594	0.29449239
595	0.294333864
596	0.294166842
597	0.2939803731
598	0.2938824229
599	0.2937716912
